116,218,224
126,332,417
41,123,178
224,239,347
201,319,394
17,29,101
31,213,414
148,278,305
35,311,412
92,279,388
61,126,276
9,80,240
18,66,74
91,192,293
30,121,323
151,249,295
7,153,373
65,232,268
81,252,299
112,217,297
67,211,220
179,312,413
218,281,345
173,296,423
138,257,308
56,174,255
15,49,108
54,225,336
269,401,403
231,385,399
37,82,136
110,260,402
76,274,409
97,168,175
79,161,227
143,200,405
142,374,421
271,341,350
332,353,419
36,288,292
86,123,326
38,137,166
146,280,411
119,172,420
114,181,364
57,291,424
2,159,206
85,169,230
113,256,371
105,140,334
22,28,264
141,285,377
59,338,378
1,95,298
52,208,408
90,158,236
43,182,242
23,133,191
190,246,351
214,363,427
122,287,354
47,77,135
39,306,359
247,346,365
267,329,355
14,164,426
44,321,392
55,183,184
11,34,150
229,254,259
125,189,309
78,84,261
73,93,328
356,381,397
117,241,416
243,337,352
155,367,389
202,203,390
16,53,253
358,383,391
46,70,212
301,314,400
24,398,406
131,134,144
26,194,223
4,147,235
204,290,366
6,128,188
109,162,219
154,187,429
32,234,300
302,325,344
127,245,386
186,273,418
68,263,272
115,198,362
129,195,318
50,102,410
98,185,210
277,289,294
20,130,324
63,103,368
116,248,369
244,283,339
139,221,313
42,284,428
19,71,165
170,307,340
100,152,372
96,322,422
207,330,384
88,286,327
10,89,160
124,215,275
21,45,48
226,233,396
72,163,348
64,196,270
104,262,315
157,331,343
75,178,193
118,209,361
3,415,425
106,156,237
25,69,111
5,177,342
12,145,316
251,379,393
99,149,370
83,282,380
94,228,265
13,27,171
33,357,404
51,205,216
40,58,258
87,132,310
60,333,382
120,317,335
197,304,375
107,360,387
41,62,417
180,199,222
8,238,407
167,349,395
250,266,303
176,320,376
54,185,202
97,331,378
3,273,348
326,353,409
167,183,220
147,327,352
131,201,421
120,174,227
27,376,382
333,363,401
91,191,304
32,53,175
280,341,405
13,186,330
70,257,343
12,178,425
150,262,283
210,316,328
181,250,420
152,161,294
123,269,356
69,163,368
67,105,415
263,289,305
81,146,282
15,321,372
2,197,407
42,72,406
188,235,394
195,216,264
68,122,311
96,148,377
113,270,426
194,268,299
48,119,199
16,153,388
106,111,338
52,208,362
56,57,345
1,63,223
99,103,427
151,315,412
171,276,346
322,358,365
6,84,133
306,339,393
182,351,389
85,369,371
107,114,134
159,335,383
35,213,391
80,176,177
87,275,398
22,75,252
10,100,129
118,126,359
18,24,254
50,160,253
9,62,125
45,286,292
36,130,248
110,342,396
77,207,350
11,313,399
190,217,298
38,71,109
5,92,251
265,360,418
73,115,222
145,261,379
187,307,354
30,59,260
43,203,373
79,204,267
162,166,302
94,154,347
127,137,400
88,340,349
89,241,274
297,402,404
26,200,423
41,314,357
173,224,237
214,386,410
86,104,132
34,93,308
168,189,205
135,301,390
211,218,277
49,140,429
4,244,278
37,98,112
141,226,424
158,332,370
74,76,245
83,290,317
51,336,364
172,324,380
108,258,334
40,180,374
121,246,323
138,234,256
20,144,193
136,300,414
29,192,385
329,367,413
240,295,408
139,395,397
55,272,417
78,157,228
21,232,249
95,392,403
8,230,281
17,39,293
19,255,320
60,102,219
14,165,259
66,247,419
296,310,318
184,212,361
206,229,319
23,225,291
143,196,309
266,279,303
65,285,344
33,221,428
7,238,384
61,128,179
25,170,355
28,337,411
64,124,366
142,233,284
44,90,164
58,239,312
31,116,117
149,243,422
155,236,271
46,47,325
169,215,231
156,198,209
288,375,416
82,101,242
287,381,387
215,255,336
56,170,243
351,392,398
145,246,350
276,321,349
164,264,377
39,115,148
13,330,388
87,163,252
3,49,151
136,186,394
2,165,284
106,279,417
63,90,177
32,184,308
47,91,201
127,173,391
27,110,400
28,194,273
34,36,160
88,153,268
17,385,397
16,307,429
78,203,370
140,272,419
133,175,274
95,121,390
289,380,421
41,368,396
226,357,359
26,191,210
93,102,232
18,73,147
38,84,240
80,213,285
319,320,352
157,339,403
40,168,218
12,45,199
42,128,263
139,142,202
59,204,422
130,347,426
182,214,428
176,248,262
198,329,425
220,238,378
6,31,76
185,247,250
146,162,412
92,155,337
181,206,314
99,109,135
65,131,322
257,317,326
172,251,311
137,387,399
227,244,414
60,94,169
68,111,178
23,74,297
55,356,404
50,104,211
5,293,316
125,306,408
61,105,143
7,118,369
53,57,343
261,324,384
96,192,410
15,62,327
241,287,318
58,119,212
112,298,367
193,245,332
122,303,344
231,242,333
86,152,179
282,328,402
208,225,239
180,280,294
217,291,354
83,313,405
11,161,407
89,188,423
9,43,418
29,364,373
33,269,395
228,310,401
116,189,253
295,375,411
230,292,360
195,302,383
107,229,338
8,103,335
85,100,200
46,117,296
82,222,409
4,51,288
22,25,278
150,159,237
154,223,235
149,348,353
66,77,406
132,305,381
345,365,413
171,283,389
236,260,299
1,81,158
52,70,156
19,267,393
35,98,120
21,187,372
54,97,312
72,323,420
30,256,358
48,219,271
71,342,363
75,174,416
205,341,362
44,113,167
183,207,315
10,14,340
270,286,386
216,415,424
197,233,301
64,129,374
24,108,382
234,355,371
138,277,346
126,290,309
79,254,304
67,224,249
141,190,196
20,37,124
69,134,376
166,265,300
101,281,361
209,266,427
114,331,366
144,259,379
123,221,325
258,275,334
139,194,246
65,209,360
8,234,346
168,193,235
29,48,88
238,286,369
250,253,318
35,306,426
93,316,354
105,413,417
109,320,323
27,259,311
129,150,371
3,68,294
11,158,211
176,260,335
239,321,379
167,189,313
97,353,399
125,324,428
14,103,347
17,227,281
79,86,265
4,54,132
106,220,403
82,215,339
41,63,157
9,73,201
84,148,298
2,107,248
38,300,322
156,212,419
72,180,291
104,182,222
51,67,183
25,334,398
46,111,231
34,47,195
24,273,325
56,225,429
52,151,249
214,363,385
116,255,355
45,319,390
237,296,389
98,113,199
310,338,381
230,314,388
58,226,393
293,377,394
185,251,276
102,229,406
21,327,416
179,242,340
191,243,364
127,258,289
94,152,275
55,213,295
42,336,407
33,420,423
16,206,272
274,332,337
186,219,270
61,92,200
19,175,269
114,252,391
6,155,170
20,396,408
89,133,418
80,121,122
71,164,290
328,376,387
26,202,278
10,39,256
22,280,395
326,330,333
140,177,284
83,287,409
210,263,342
137,221,312
70,76,245
163,178,349
282,308,378
62,99,411
100,352,372
131,142,190
181,203,240
15,154,424
297,303,309
144,208,400
40,149,232
217,224,254
373,380,402
37,147,162
228,348,422
75,141,344
57,78,159
49,277,283
118,123,345
12,351,421
32,53,187
120,161,197
30,112,262
124,128,184
7,13,165
31,60,146
66,218,236
223,307,375
271,370,425
166,205,216
153,288,368
285,374,427
64,90,386
36,59,384
261,361,366
117,145,196
134,301,365
119,279,362
69,87,138
304,317,401
91,268,415
74,101,172
188,305,397
192,357,382
1,44,392
85,241,244
5,23,126
50,135,299
198,405,414
136,169,292
77,359,367
174,266,358
143,207,383
204,264,410
173,315,350
18,115,329
110,331,356
43,108,302
28,81,341
95,96,267
160,171,247
130,343,404
233,257,412
